statut_pdc;arrondissement;nom_station;nbre_pdc;date_mise_en_service;coordonneesxy
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-05-17T07:04:36+00:00;48.856796, 2.3538697
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-05-17T06:59:47+00:00;48.856796, 2.3538697
En service;16e Arrondissement;Paris | Avenue Marceau  59;5;2023-03-16T14:38:35+00:00;48.869892, 2.2976446
En service;20e Arrondissement;Paris | Rue Pelleport 86;4;2021-12-08T09:22:30+00:00;48.867603, 2.4021437
En service;10e Arrondissement;Paris | Rue du Faubourg Poissonnière 64;4;2021-11-23T16:20:25+00:00;48.87517, 2.348162
En service;19e Arrondissement;Paris | Avenue de la Porte d'Aubervilliers 10;6;2021-11-23T16:20:11+00:00;48.899334, 2.371162
En service;18e Arrondissement;Paris | Rue Sofia 16;6;2022-06-30T07:04:38+00:00;48.885006, 2.3475914
En service;17e Arrondissement;Paris | Avenue Carnot 28;6;2021-11-23T16:31:49+00:00;48.87683, 2.2928
En service;17e Arrondissement;Paris | Boulevard Pereire 50;4;2021-12-01T09:59:21+00:00;48.887695, 2.3050365
En service;17e Arrondissement;Paris | Rue Navier 47;6;2021-11-23T16:23:27+00:00;48.895756, 2.3242009
En service;16e Arrondissement;Paris | Rue Rémusat 8;6;2021-10-19T15:17:40+00:00;48.847847, 2.272306
En service;16e Arrondissement;Paris | Avenue Victor Hugo 180;6;2021-11-16T16:10:21+00:00;48.865818, 2.2762194
En service;16e Arrondissement;Paris | Rue Pétrarque 2;4;2021-11-09T10:56:44+00:00;48.861294, 2.28423
En service;16e Arrondissement;Paris | Avenue Victor Hugo 18;6;2021-11-09T10:50:56+00:00;48.87244, 2.2915578
En service;16e Arrondissement;Paris | Avenue Raymond Poincaré 51;6;2021-11-09T10:55:10+00:00;48.86697, 2.2858796
En service;16e Arrondissement;Paris | Avenue Raymond Poincaré 51;6;2021-11-09T10:55:03+00:00;48.86697, 2.2858796
En service;16e Arrondissement;Paris | Avenue Victor Hugo 60;6;2021-11-16T16:05:42+00:00;48.870342, 2.286851
En service;15e Arrondissement;Paris | Boulevard Pasteur 41;5;2021-11-09T10:54:32+00:00;48.842644, 2.313266
En service;15e Arrondissement;Paris | Rue Olier 15;5;2021-11-03T09:07:52+00:00;48.835197, 2.2914295
En service;15e Arrondissement;Paris | Rue Sébastien Mercier 44;6;2021-11-03T09:04:40+00:00;48.84391, 2.279693
En service;13e Arrondissement;Paris | boulevard Vincent Auriol 143;6;2021-10-26T14:00:35+00:00;48.832825, 2.36241
En service;12e Arrondissement;Paris | ter Rue de Picpus 122;6;2023-03-29T11:17:41+00:00;48.837315, 2.4022446
En service;12e Arrondissement;Paris | boulevard de Picpus 7;7;2021-11-09T11:03:36+00:00;48.840687, 2.400428
En service;11e Arrondissement;Paris | Avenue Ledru Rollin 104;5;2021-11-16T16:31:54+00:00;48.85189, 2.376434
En service;10e Arrondissement;Paris | Rue Rocroy 15;4;2021-11-23T16:22:00+00:00;48.880123, 2.3509617
En service;10e Arrondissement;Paris | Rue Rocroy 15;4;2021-11-23T16:21:53+00:00;48.880123, 2.3509617
En service;10e Arrondissement;Paris | boulevard de la Villette  55;5;2021-11-23T16:26:00+00:00;48.87565, 2.372715
En service;09e Arrondissement;Paris | Rue la Fayette 56;6;2022-08-19T13:01:03+00:00;48.875465, 2.342083
En service;08e Arrondissement;Paris | Rue de Courcelles 40;6;2021-10-26T14:16:39+00:00;48.876186, 2.3082976
En service;08e Arrondissement;Paris | Avenue Matignon 2;6;2021-10-19T15:26:30+00:00;48.87006, 2.312597
En service;07e Arrondissement;Paris | boulevard Saint-Germain 188;4;2021-10-19T15:30:23+00:00;48.85461, 2.329982
En service;07e Arrondissement;Paris | Rue Jean Nicot 10;4;2021-10-19T15:28:28+00:00;48.86113, 2.3069868
En service;07e Arrondissement;Paris | Rue de Martignac 2;6;2021-10-19T15:36:17+00:00;48.859367, 2.3195393
En service;20e Arrondissement;Paris | Rue de Lagny 117;6;2021-09-29T10:29:48+00:00;48.8492, 2.4133
En service;19e Arrondissement;Paris | Rue de Botzaris 16;6;2021-09-14T15:41:54+00:00;48.8769, 2.3812
En service;19e Arrondissement;Paris | Rue de Crimée 82;6;2021-09-21T13:22:28+00:00;48.8824, 2.3866
En service;17e Arrondissement;Paris | Avenue de la Grande Armée 40;4;2021-09-21T12:57:18+00:00;48.876, 2.2884
En service;17e Arrondissement;Paris | Rue Georges Berger 2;6;2021-09-14T14:48:35+00:00;48.8809, 2.3099
En service;17e Arrondissement;Paris | Rue Legendre 126;5;2022-02-03T10:12:23+00:00;48.8888, 2.3222
En service;16e Arrondissement;Paris | Avenue Marceau 1;5;2021-09-07T10:31:51+00:00;48.8655, 2.2996
En service;20e Arrondissement;Paris | Rue des Couronnes 2;5;2021-09-14T15:45:09+00:00;48.8692, 2.3809
En service;16e Arrondissement;Paris | Avenue Georges Mandel 1;6;2021-09-07T10:29:28+00:00;48.863, 2.2858
En service;15e Arrondissement;Paris | Rue Beaugrenelle 4;6;2021-09-01T07:56:08+00:00;48.8479, 2.2847
En service;15e Arrondissement;Paris | Rue de Cronstadt 2;4;2021-09-07T10:10:42+00:00;48.8349, 2.3026
En service;18e Arrondissement;Paris | Rue Jean-François Lépine 1;7;2021-08-17T09:32:04+00:00;48.8861, 2.3591
En service;19e Arrondissement;Paris |  Rue Botzaris 50;7;2021-08-26T13:54:24+00:00;48.8792, 2.3839
En service;15e Arrondissement;Paris | Rue du Docteur Finlay 43;7;2021-12-01T10:23:37+00:00;48.8512, 2.2913
En service;18e Arrondissement;Paris | Rue Marcadet 150;7;2021-08-05T09:06:45+00:00;48.8913, 2.3385
En service;15e Arrondissement;Paris | Rue de Dantzig 80;7;2021-09-01T07:53:38+00:00;48.8304, 2.295999
En service;15e Arrondissement;Paris | Rue de Dantzig 80;7;2021-09-01T07:53:27+00:00;48.8304, 2.295999
En service;13e Arrondissement;Paris | Rue Vulpian 24;6;2023-03-29T12:29:59+00:00;48.83105, 2.3460584
En service;13e Arrondissement;Paris | Rue Vulpian 24;6;2023-03-29T12:30:28+00:00;48.83105, 2.3460584
En service;13e Arrondissement;Paris | Rue des Frigos 24;6;2021-09-29T10:03:56+00:00;48.83171, 2.379246
En service;07e Arrondissement;Paris | Rue du Bac 142;5;2021-08-17T10:06:30+00:00;48.85082, 2.3237967
En service;07e Arrondissement;Paris | Avenue de la Bourdonnais 45;6;2021-09-01T07:34:15+00:00;48.85807, 2.299582
En service;Paris centre;Paris | Boulevard Beaumarchais 87;6;2022-04-22T12:45:56+00:00;48.858967, 2.36738
En service;Paris centre;Paris | Rue Vivienne 43;4;2021-11-03T09:23:07+00:00;48.870564, 2.3408933
En service;20e Arrondissement;Paris | Rue Monte Cristo 24;6;2021-07-21T16:03:48+00:00;48.855225, 2.3984911
En service;Paris centre;Paris | Rue des Pyramides 12;6;2021-09-21T13:29:58+00:00;48.86486, 2.3329713
En service;18e Arrondissement;Paris | Rue Charles Hermite 52;6;2021-07-21T15:55:35+00:00;48.89905, 2.3649826
En service;17e Arrondissement;Paris | Avenue de la Porte Pouchet 6;6;2021-07-12T13:58:08+00:00;48.897976, 2.323452
En service;16e Arrondissement;Paris | Avenue de Versailles 112;6;2021-07-22T15:14:32+00:00;48.843792, 2.2698932
En service;16e Arrondissement;Paris | Avenue de Versailles 112;6;2021-07-22T15:14:49+00:00;48.843792, 2.2698932
En service;15e Arrondissement;Paris | Avenue de Suffren 112;6;2021-07-09T06:34:30+00:00;48.848923, 2.3045475
En service;14e Arrondissement;Paris | Rue des Plantes 56;3;2021-07-01T07:46:46+00:00;48.82837, 2.3216963
En service;15e Arrondissement;Paris | Avenue Emile Zola 65;4;2021-07-01T07:52:27+00:00;48.846703, 2.2844167
En service;19e Arrondissement;Paris | Avenue de Flandre 61;7;2021-07-12T13:51:10+00:00;48.888195, 2.37308
En service;15e Arrondissement;Paris | Rue de la Croix Nivert 192;5;2021-07-13T14:13:26+00:00;48.838886, 2.2892983
En service;16e Arrondissement;Paris | Avenue Raphaël 20;6;2021-07-12T13:39:54+00:00;48.85926, 2.267881
En service;15e Arrondissement;Paris | Rue Miollis 21;7;2021-07-13T14:30:31+00:00;48.845806, 2.3038075
En service;14e Arrondissement;Paris | Rue Broussais  32;6;2021-06-17T14:37:43+00:00;48.82844, 2.336613
En service;13e Arrondissement;Paris | Rue de Chevaleret 131;7;2021-07-12T13:34:03+00:00;48.83186, 2.372548
En service;09e Arrondissement;Paris | Rue Paul Escudier  2;6;2021-06-25T12:03:34+00:00;48.880642, 2.3317475
En service;20e Arrondissement;Paris | Rue de Belleville 265;7;2021-07-07T09:21:00+00:00;48.87559, 2.399738
En service;15e Arrondissement;Paris | Rue Lacordaire 56;7;2021-09-14T14:12:07+00:00;48.841404, 2.28136
En service;12e Arrondissement;Paris | Rue du Charolais 2;6;2021-07-01T10:21:27+00:00;48.83919, 2.387853
En service;15e Arrondissement;Paris | Rue du Colonel Pierre Avia 1;7;2021-07-22T15:11:44+00:00;48.8326, 2.2788854
En service;08e Arrondissement;Paris | Rue de Rome 46;5;2021-06-25T12:01:42+00:00;48.87839, 2.3225684
En service;08e Arrondissement;Paris | Rue Pierre Charron  62;4;2021-06-03T15:12:34+00:00;48.869644, 2.3036203
En service;Paris centre;Paris | Place de la République 17;4;2021-05-12T10:00:05+00:00;48.86745, 2.3630073
En service;Paris centre;Paris | Rue François Miron 80;5;2022-06-27T06:44:17+00:00;48.855366, 2.3591938
En service;Paris centre;Paris | Rue d'Alexandrie 7;4;2021-05-19T14:10:30+00:00;48.868008, 2.3508835
En service;16e Arrondissement;Paris | Avenue d'Iéna 37;3;2021-03-15T14:42:11+00:00;48.86851, 2.295469
En service;16e Arrondissement;Paris | Avenue d'Iéna 37;3;2021-03-15T14:42:11+00:00;48.86851, 2.295469
En service;14e Arrondissement;Paris | Avenue du Maine 173;3;2021-03-15T14:42:03+00:00;48.83086, 2.325895
En service;13e Arrondissement;Paris | Rue Berbier du Mets 21;3;2021-03-15T14:42:01+00:00;48.8355, 2.34965
En service;06e Arrondissement;Paris | Rue de Medicis 11;3;2021-04-14T10:13:19+00:00;48.84824, 2.339865
En service;12e Arrondissement;Paris | Rue Abel 7-9;5;2024-10-10T15:26:53+00:00;48.846645, 2.3747718
En service;13e Arrondissement;Paris | avenue Edisson 67;3;2024-12-11T11:53:58+00:00;48.829895, 2.3587494
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-10-19T16:21:15+00:00;48.846973, 2.2558389
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-10-19T16:26:06+00:00;48.846973, 2.2558389
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-05-17T07:05:18+00:00;48.856796, 2.3538697
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-05-17T06:58:22+00:00;48.856796, 2.3538697
En service;16e Arrondissement;Paris | Avenue Marceau  59;5;2023-03-16T14:39:03+00:00;48.869892, 2.2976446
En service;15e Arrondissement;Paris | Place du Commerce 5;5;2021-11-09T11:05:17+00:00;48.84545, 2.292136
En service;20e Arrondissement;Paris | Rue du Télégraphe 16;5;2021-12-01T10:17:36+00:00;48.87233, 2.39951
En service;20e Arrondissement;Paris | Rue du Télégraphe 16;5;2021-12-01T10:17:22+00:00;48.87233, 2.39951
En service;18e Arrondissement;Paris | Avenue Rachel 1;5;2021-12-01T10:28:31+00:00;48.884415, 2.3305461
En service;17e Arrondissement;Paris | boulevard Pereire 170;6;2021-11-23T16:26:04+00:00;48.882423, 2.2922037
En service;17e Arrondissement;Paris | Rue Brunel 42;6;2021-11-23T16:35:17+00:00;48.878845, 2.2878556
En service;16e Arrondissement;Paris | Rue Rémusat 8;6;2021-10-19T15:17:24+00:00;48.847847, 2.272306
En service;16e Arrondissement;Paris | Rue Rémusat 8;6;2021-10-19T15:15:57+00:00;48.847847, 2.272306
En service;16e Arrondissement;Paris | Boulevard Delessert 23;7;2021-10-19T15:21:16+00:00;48.85857, 2.2851212
En service;16e Arrondissement;Paris | Boulevard Delessert 23;7;2021-10-19T15:20:41+00:00;48.85857, 2.2851212
En service;16e Arrondissement;Paris | Boulevard Delessert 23;7;2021-10-19T15:20:22+00:00;48.85857, 2.2851212
En service;15e Arrondissement;Paris | Rue Mademoiselle 67;5;2021-11-25T12:46:48+00:00;48.84348, 2.2994812
En service;15e Arrondissement;Paris | Avenue de Suffren 78;5;2021-11-03T09:16:06+00:00;48.851833, 2.2997985
En service;14e Arrondissement;Paris | Rue Raymond Losserand 145;7;2021-10-19T15:37:26+00:00;48.83126, 2.313088
En service;14e Arrondissement;Paris | Avenue Jean Moulin 34;6;2021-10-19T15:32:21+00:00;48.82668, 2.3237355
En service;13e Arrondissement;Paris | Rue Jeanne D'Arc 157;4;2021-12-01T10:28:30+00:00;48.83656, 2.3592348
En service;12e Arrondissement;Paris | boulevard de Bercy 5;7;2021-10-12T15:37:03+00:00;48.84036, 2.378739
En service;13e Arrondissement;Paris | Rue Marie-Andrée Lagroua Weil-Halle 2;4;2021-11-03T09:09:02+00:00;48.82764, 2.3810866
En service;12e Arrondissement;Paris | Rue de Pommard 7;4;2021-10-26T14:04:35+00:00;48.835518, 2.3850355
En service;12e Arrondissement;Paris | Rue Antoine-Julien Henard 3;6;2021-10-26T14:09:37+00:00;48.84154, 2.389211
En service;12e Arrondissement;Paris | Rue Antoine-Julien Henard 3;6;2021-10-26T14:08:42+00:00;48.84154, 2.389211
En service;10e Arrondissement;Paris | Rue de Paradis  28;6;2021-12-14T14:23:28+00:00;48.875076, 2.352321
En service;09e Arrondissement;Paris | Rue Milton 12;6;2021-10-26T14:09:01+00:00;48.87772, 2.3409176
En service;07e Arrondissement;Paris | Rue Jean Nicot 10;4;2021-10-19T15:29:12+00:00;48.86113, 2.3069868
En service;07e Arrondissement;Paris | Boulevard des Invalides  21;6;2021-12-14T14:26:06+00:00;48.85582, 2.3152447
En service;07e Arrondissement;Paris | Boulevard des Invalides  21;6;2021-12-14T14:26:10+00:00;48.85582, 2.3152447
En service;07e Arrondissement;Paris | Rue de Martignac 2;6;2021-10-19T15:33:58+00:00;48.859367, 2.3195393
En service;07e Arrondissement;Paris | Rue de Grenelle  152;6;2021-10-29T08:53:06+00:00;48.85806, 2.310588
En service;05e Arrondissement;Paris | Rue Monge 112;5;2021-09-29T10:11:16+00:00;48.839275, 2.3507414
En service;05e Arrondissement;Paris | Rue Henri Barbusse 25;6;2022-07-13T07:31:09+00:00;48.8415, 2.338973
En service;20e Arrondissement;Paris | Boulevard de Charonne 52;6;2021-09-29T10:14:18+00:00;48.8519, 2.3982
En service;19e Arrondissement;Paris | Rue de Botzaris 16;6;2021-09-14T15:41:57+00:00;48.8769, 2.3812
En service;19e Arrondissement;Paris | Rue de Crimée 82;6;2021-09-21T13:22:32+00:00;48.8824, 2.3866
En service;18e Arrondissement;Paris | Rue Championnet 28;6;2021-09-14T15:06:46+00:00;48.8954, 2.35
En service;17e Arrondissement;Paris | Avenue de Clichy 181 quater;4;2021-09-14T15:04:10+00:00;48.8935, 2.3148
En service;17e Arrondissement;Paris | Rue des Batignolles 27;4;2022-08-10T14:58:21+00:00;48.8847, 2.3213
En service;17e Arrondissement;Paris | Rue des Batignolles 27;4;2022-08-10T14:58:56+00:00;48.8847, 2.3213
En service;16e Arrondissement;Paris | Avenue Henri Martin 70;6;2021-09-07T10:26:28+00:00;48.8646, 2.2754
En service;16e Arrondissement;Paris | Boulevard Murat 157;6;2021-09-07T10:21:28+00:00;48.8379, 2.2628
En service;15e Arrondissement;Paris | Rue Beaugrenelle 4;6;2021-09-01T07:56:12+00:00;48.8479, 2.2847
En service;15e Arrondissement;Paris | Rue Balard 108;6;2021-09-07T10:16:03+00:00;48.8373, 2.2787
En service;16e Arrondissement;Paris |  Avenue de Malakoff 115;6;2021-09-14T00:00:00+00:00;48.8735, 2.2843
En service;18e Arrondissement;Paris | Rue Jean-François Lépine 1;7;2021-08-17T09:32:00+00:00;48.8861, 2.3591
En service;Paris centre;Paris | Rue Perrée 18;6;2021-08-26T11:03:04+00:00;48.86502, 2.360503
En service;13e Arrondissement;Paris | Rue Fernand Braudel 21;4;2021-10-06T15:34:17+00:00;48.83623, 2.3724644
En service;12e Arrondissement;Paris | Avenue Émile Laurent 1;7;2021-08-25T15:41:34+00:00;48.84071, 2.409631
En service;13e Arrondissement;Paris | Rue Darmesteter 12;7;2021-09-14T14:14:35+00:00;48.82315, 2.3753989
En service;12e Arrondissement;Paris | Rue Fabre d'Églantine 2;5;2021-08-25T15:56:22+00:00;48.845577, 2.3953738
En service;09e Arrondissement;Paris | Rue du conservatoire 13;6;2021-08-17T09:55:03+00:00;48.87359, 2.3466527
En service;10e Arrondissement;Paris | Rue du Château Landon 24;5;2021-08-17T09:34:18+00:00;48.881493, 2.362957
En service;06e Arrondissement;Paris | Rue de Fleurus 2;6;2021-08-26T16:24:48+00:00;48.847107, 2.332121
En service;08e Arrondissement;Paris | Rue de Berri 10;6;2021-09-21T13:07:37+00:00;48.872448, 2.3041663
En service;08e Arrondissement;Paris | Rue de Courcelles 69;7;2021-09-14T13:59:02+00:00;48.87835, 2.3044934
En service;Paris centre;Paris | Quai du Marché Neuf 8;6;2021-08-17T09:57:15+00:00;48.8542, 2.345341
En service;06e Arrondissement;Paris | Rue Jacques Callot 5;4;2021-08-11T10:12:31+00:00;48.855206, 2.337108
En service;Paris centre;Paris | Rue d'Uzès 1;5;2021-10-12T16:15:38+00:00;48.870422, 2.3454537
En service;20e Arrondissement;Paris | Rue de Bagnolet 142;6;2021-07-21T16:00:39+00:00;48.86143, 2.4056437
En service;09e Arrondissement;Paris | Rue Victor Massé 35;5;2021-07-21T00:00:00+00:00;48.88109, 2.336666
En service;08e Arrondissement;Paris | Boulevard des Batignolles 9;4;2021-07-13T12:08:45+00:00;48.883015, 2.325922
En service;17e Arrondissement;Paris | Avenue de la Porte Pouchet 6;6;2021-07-12T13:58:37+00:00;48.897976, 2.323452
En service;16e Arrondissement;Paris | square Tolstoï 2;6;2021-07-22T15:34:33+00:00;48.8531, 2.261698
En service;16e Arrondissement;Paris | square Tolstoï 2;6;2021-07-22T15:34:19+00:00;48.8531, 2.261698
En service;15e Arrondissement;Paris | Rue de la Convention 171;5;2021-07-09T06:43:40+00:00;48.838314, 2.2943442
En service;15e Arrondissement;Paris | Rue de Lourmel 79;4;2021-07-09T06:46:32+00:00;48.845108, 2.287503
En service;15e Arrondissement;Paris | Rue des Morillons 95;6;2021-07-13T13:53:56+00:00;48.831997, 2.3048475
En service;15e Arrondissement;Paris | Rue Paul Barruel 44;6;2021-07-13T14:00:51+00:00;48.837364, 2.3059905
En service;15e Arrondissement;Paris | Rue Cotentin 29;7;2022-01-21T14:32:57+00:00;48.838547, 2.312675
En service;15e Arrondissement;Paris | Avenue Emile Zola 65;4;2021-07-01T07:52:14+00:00;48.846703, 2.2844167
En service;15e Arrondissement;Paris | Avenue Emile Zola 65;4;2021-07-01T07:52:21+00:00;48.846703, 2.2844167
En service;16e Arrondissement;Paris | Avenue Raphaël 20;6;2021-07-12T13:40:08+00:00;48.85926, 2.267881
En service;10e Arrondissement;Paris | Avenue Richerand 11;7;2021-07-08T11:35:50+00:00;48.87237, 2.366288
En service;14e Arrondissement;Paris | Rue Broussais  32;6;2021-06-17T14:38:01+00:00;48.82844, 2.336613
En service;11e Arrondissement;Paris | Boulevard Voltaire  8;3;2022-06-30T07:05:36+00:00;48.865765, 2.3664377
En service;11e Arrondissement;Paris | Boulevard Voltaire  8;3;2021-06-18T12:09:42+00:00;48.865765, 2.3664377
En service;11e Arrondissement;Paris | Boulevard Richard Lenoir 63;6;2021-06-10T13:44:25+00:00;48.86023, 2.3719914
En service;11e Arrondissement;Paris | Avenue Philippe Auguste 126;5;2021-06-24T15:54:23+00:00;48.857796, 2.390264
En service;09e Arrondissement;Paris | Rue Paul Escudier  2;6;2021-06-25T12:03:17+00:00;48.880642, 2.3317475
En service;Paris centre;Paris | Rue Bertin Poirée 14;6;2021-07-07T08:49:23+00:00;48.85881, 2.3449502
En service;20e Arrondissement;Paris | Rue de Belleville 265;7;2021-07-08T15:22:55+00:00;48.87559, 2.399738
En service;20e Arrondissement;Paris | Rue de Belleville 265;7;2021-07-07T09:21:10+00:00;48.87559, 2.399738
En service;15e Arrondissement;Paris | Rue du Colonel Pierre Avia 1;7;2021-07-22T15:11:38+00:00;48.8326, 2.2788854
En service;08e Arrondissement;Paris | Rue Pierre Charron  62;4;2021-06-03T15:12:56+00:00;48.869644, 2.3036203
En service;07e Arrondissement;Paris | Avenue de Ségur  55;6;2021-06-17T13:04:54+00:00;48.849297, 2.3077698
En service;05e Arrondissement;Paris | Rue Monge  99;5;2021-06-04T14:38:07+00:00;48.84116, 2.352454
En service;10e Arrondissement;Paris | Rue Pierre Chausson 1;4;2021-05-19T13:32:35+00:00;48.87026, 2.3600461
En service;05e Arrondissement;Paris | Rue Clovis  20;3;2021-05-28T14:40:16+00:00;48.846325, 2.348415
En service;Paris centre;Paris | Boulevard Bourdon 9;6;2021-05-28T15:53:10+00:00;48.848423, 2.366004
En service;06e Arrondissement;Paris | Rue Lobineau 9;5;2021-05-12T10:00:05+00:00;48.8516, 2.3361368
En service;Paris centre;Paris | Rue Jean-Jacques Rousseau 62;4;2021-05-12T10:00:05+00:00;48.86409, 2.3437343
En service;16e Arrondissement;Paris | Avenue Marcel Doret 4;3;2021-03-15T14:42:13+00:00;48.837055, 2.259932
En service;15e Arrondissement;Paris | Rue Desnouettes 55;3;2022-03-07T08:47:13+00:00;48.83571, 2.286912
En service;15e Arrondissement;Paris | Rue de la Convention 99;3;2021-04-14T06:38:51+00:00;48.841663, 2.286931
En service;14e Arrondissement;Paris | Rue Didot 47;3;2021-03-15T14:42:05+00:00;48.831448, 2.320052
En service;13e Arrondissement;Paris | Rue de Tolbiac 145;3;2021-03-15T14:42:01+00:00;48.82604, 2.358146
En service;13e Arrondissement;Paris | Rue Berbier du Mets 21;3;2021-03-15T14:42:01+00:00;48.8355, 2.34965
En service;12e Arrondissement;Paris | Rue Docteur Goujon 5;3;2021-03-15T14:42:00+00:00;48.839947, 2.397822
En service;12e Arrondissement;Paris | Rue Abel 7-9;5;2024-10-10T15:26:52+00:00;48.846645, 2.3747718
En service;08e Arrondissement;Paris | SAEMES Parking Saint-Augustin;15;2024-03-19T09:41:52+00:00;48.87577, 2.320347
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-10-19T16:26:42+00:00;48.846973, 2.2558389
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-10-19T16:25:52+00:00;48.846973, 2.2558389
En service;20e Arrondissement;Paris | Rue des Pyrénées 137;6;2021-11-03T09:12:20+00:00;48.85844, 2.402911
En service;18e Arrondissement;Paris | Avenue Rachel 1;5;2021-12-01T10:28:21+00:00;48.884415, 2.3305461
En service;18e Arrondissement;Paris | Avenue Rachel 1;5;2021-12-01T10:28:16+00:00;48.884415, 2.3305461
En service;18e Arrondissement;Paris | Rue Marcadet 220;7;2021-10-26T13:59:19+00:00;48.892082, 2.3331354
En service;18e Arrondissement;Paris | Rue Ramey 62;6;2021-12-01T10:24:08+00:00;48.891644, 2.344978
En service;18e Arrondissement;Paris | Rue Ordener 120;5;2021-12-01T10:26:33+00:00;48.893276, 2.3395
En service;17e Arrondissement;Paris | Avenue de la Porte de Villiers 28;6;2021-12-01T09:52:49+00:00;48.885426, 2.2849722
En service;17e Arrondissement;Paris | Avenue de la Porte de Villiers 28;6;2021-12-01T09:53:15+00:00;48.885426, 2.2849722
En service;16e Arrondissement;Paris | Rue de la Pompe 137;7;2021-11-03T09:00:12+00:00;48.867313, 2.280347
En service;17e Arrondissement;Paris | Rue Navier 47;6;2021-11-23T16:22:58+00:00;48.895756, 2.3242009
En service;16e Arrondissement;Paris | Avenue Victor Hugo 180;6;2021-11-16T16:12:06+00:00;48.865818, 2.2762194
En service;16e Arrondissement;Paris | Avenue Victor Hugo 18;6;2021-11-09T10:51:07+00:00;48.87244, 2.2915578
En service;16e Arrondissement;Paris | Avenue Victor Hugo 18;6;2021-11-09T10:51:01+00:00;48.87244, 2.2915578
En service;14e Arrondissement;Paris | Boulevard Jourdan 26;7;2021-10-19T15:18:22+00:00;48.82076, 2.3370783
En service;14e Arrondissement;Paris | Boulevard Jourdan 26;7;2021-10-19T15:17:39+00:00;48.82076, 2.3370783
En service;14e Arrondissement;Paris | Avenue Jean Moulin 34;6;2021-10-19T15:32:38+00:00;48.82668, 2.3237355
En service;14e Arrondissement;Paris | Rue Henri Barbusse 66;6;2021-10-26T14:05:33+00:00;48.83912, 2.337229
En service;13e Arrondissement;Paris | Rue Jeanne D'Arc 157;4;2021-12-01T10:26:14+00:00;48.83656, 2.3592348
En service;13e Arrondissement;Paris | Rue du Docteur Leray 10;4;2021-11-23T16:34:14+00:00;48.82325, 2.354296
En service;13e Arrondissement;Paris | Rue du Docteur Leray 10;4;2021-11-23T16:34:22+00:00;48.82325, 2.354296
En service;13e Arrondissement;Paris | Rue de Tolbiac 147;6;2021-11-03T10:01:44+00:00;48.826084, 2.358049
En service;13e Arrondissement;Paris | Rue de Tolbiac 41;6;2021-12-08T09:15:09+00:00;48.827972, 2.372195
En service;11e Arrondissement;Paris | Avenue Ledru Rollin 104;5;2021-11-16T16:31:38+00:00;48.85189, 2.376434
En service;09e Arrondissement;Paris | boulevard de la Madeleine  8;4;2023-03-29T09:20:38+00:00;48.86972, 2.326691
En service;05e Arrondissement;Paris | Rue Linnée 18;7;2021-10-06T15:31:37+00:00;48.845257, 2.3548336
En service;05e Arrondissement;Paris | Rue Linnée 18;7;2021-10-06T15:31:33+00:00;48.845257, 2.3548336
En service;05e Arrondissement;Paris | Rue Henri Barbusse 25;6;2022-07-13T07:30:55+00:00;48.8415, 2.338973
En service;06e Arrondissement;Paris | Rue Joseph Bara 15;5;2021-10-19T15:46:42+00:00;48.84189, 2.333149
En service;06e Arrondissement;Paris | Rue Péguy 2;6;2021-11-16T16:28:07+00:00;48.843006, 2.3280363
En service;20e Arrondissement;Paris | Rue de Lagny 117;6;2021-09-29T10:29:27+00:00;48.8492, 2.4133
En service;20e Arrondissement;Paris | Boulevard de Charonne 52;6;2021-09-29T10:14:25+00:00;48.8519, 2.3982
En service;19e Arrondissement;Paris | Rue de Botzaris 16;6;2021-09-14T15:42:09+00:00;48.8769, 2.3812
En service;18e Arrondissement;Paris | Boulevard de Clichy 2;5;2021-09-14T14:18:02+00:00;48.8823, 2.3395
En service;17e Arrondissement;Paris | Rue Georges Berger 2;6;2021-09-14T14:48:39+00:00;48.8809, 2.3099
En service;16e Arrondissement;Paris | Avenue Marceau 1;5;2021-09-07T10:32:02+00:00;48.8655, 2.2996
En service;17e Arrondissement;Paris | Rue Marguerite Long 11;6;2021-09-07T00:00:00+00:00;48.8914, 2.304
En service;17e Arrondissement;Paris | Rue Marguerite Long 11;6;2021-09-07T09:47:49+00:00;48.8914, 2.304
En service;18e Arrondissement;Paris | Rue Navier 1;5;2021-09-07T09:42:15+00:00;48.8955, 2.3283
En service;16e Arrondissement;Paris | Boulevard Murat 157;6;2021-09-07T10:21:34+00:00;48.8379, 2.2628
En service;16e Arrondissement;Paris | Avenue Georges Mandel 1;6;2021-09-07T10:29:32+00:00;48.863, 2.2858
En service;15e Arrondissement;Paris | Boulevard de Grenelle 139;6;2021-11-16T16:15:06+00:00;48.8483, 2.301
En service;20e Arrondissement;Paris | Rue Guébriant 6;6;2021-09-01T07:59:47+00:00;48.8731, 2.4092
